id,host_response_rate,review_scores_rating
995498324441731066,100%,4.65
995518512811401519,100%,4.88
995623514734336742,75%,
995713099715248422,,
995868917081579657,100%,4.44
995884234968896303,100%,
996042804940250035,100%,
996059469613119322,100%,
996065246284540929,100%,4.77
996130701299473937,99%,4.67
996269195335288378,100%,4.92
996305908381830400,100%,5.0
996311359583446155,100%,4.88
996624681719259960,100%,5.0
996687188912390816,100%,4.71
996696391240381595,100%,
996811901632136661,100%,4.0
996841588297276129,100%,5.0
996874065540825867,100%,4.2
997057433658774774,90%,5.0
997060179896902090,94%,1.0
997182977433341859,100%,4.43
997427360479985003,100%,
997460293032054830,100%,4.0
997504693804499955,,
997514785475831319,100%,4.62
997652389666135657,81%,4.67
997710933277006250,,3.0
997740722404715569,100%,5.0
997791420136640807,100%,4.93
997896518224758413,100%,4.71
998115079077838234,100%,
998129158524263448,100%,
998129306725947373,100%,
998137091796212880,60%,
998146494245263151,60%,4.67
998194942745735649,100%,4.94
998249394902118781,100%,5.0
998267525670351235,100%,
998369635512979533,100%,4.0
998458081850337349,100%,4.86
998458089191907303,100%,4.9
998472105341290982,100%,5.0
998505489230025955,100%,5.0
998505495335383579,100%,5.0
998505499404836220,100%,1.0
998510833811590491,100%,5.0
998847876219142757,100%,5.0
998860741161121169,100%,4.57
998885665381656746,100%,4.64
998905337101423671,95%,4.8
999012601600326397,98%,5.0
999030897200284346,93%,
999069967976296614,,
999098404006366456,98%,4.95
999251178839347896,100%,4.5
999333360841857528,100%,4.75
999602302479900222,100%,
999634722981933620,100%,4.08
999636583591845613,100%,4.0
999696276920565825,100%,4.71
999708216934457882,100%,4.97
999711093047787590,,
999715510957467377,95%,4.62
999732794767275005,100%,5.0
999733932050983281,100%,4.73
999759118766231384,100%,4.17
999772628497454589,100%,4.86
999930774521183242,100%,
1000333457891529690,100%,5.0
1000344878482980604,,
1000370178448441897,100%,
1000379067289247847,98%,5.0
1000383587454672070,99%,4.31
1000390987758158730,99%,4.0
1000397135000332512,,
1000417319296264116,100%,4.91
1000422547993400222,100%,
1000425129996775382,100%,4.94
1000427460611414626,100%,4.6
1000493924240071772,100%,5.0
1000495048844534744,100%,4.93
1000578328688223215,100%,4.75
1000630217615037307,100%,
1000638783716836557,100%,4.91
1000644084368754453,100%,4.72
1000658732914710736,100%,4.94
1001028952444995304,100%,5.0
1001143254997979312,100%,4.52
1001194326474938122,100%,4.5
1001220032831346559,100%,5.0
1001221206888200309,100%,
1001225267982022490,100%,5.0
1001256851145686271,100%,4.99
1001340630048689151,100%,5.0
1001419047913416665,95%,4.94
1001720989270212979,100%,4.92
1001754384953270727,100%,5.0
1001771206253464954,100%,4.33
1001780080527754343,100%,4.6
1001879086290368310,99%,4.82
1001884987855422586,100%,
1001931390275568723,100%,5.0
1001944811453266009,100%,4.75
1001945079378659665,100%,5.0
1001957840102553326,100%,4.67
1001958971893138111,100%,5.0
1002036193969735219,100%,3.67
1002117705740823417,100%,5.0
1002141050754368633,100%,5.0
1002347323236141155,95%,5.0
1002424188255346466,100%,5.0
1002542489310218454,100%,4.96
1002575469838547192,100%,
1002639773550454321,100%,4.67
1002687206056523389,,
1002726545948945782,100%,4.91
1002779178121057062,100%,5.0
1002797906443574691,100%,4.63
1002820195027667032,100%,4.86
1002863901375114197,100%,5.0
1002892671665662953,100%,4.67
1002947163437147168,100%,4.8
1002984532412974311,68%,
1003000813426610349,68%,
1003151073378139946,100%,
1003179702818096522,100%,
1003220632667434125,100%,4.56
1003250197970811606,100%,2.33
1003295697991246879,100%,3.5
1003319888143172712,100%,4.6
1003326986219668770,100%,4.93
1003345557403199309,93%,
1003350963616066336,100%,4.86
1003370850528912850,100%,5.0
1003380648320530542,100%,5.0
1003390861390032219,98%,5.0
1003444577434037589,100%,
1003459900054442049,100%,4.7
1003472157950109090,99%,4.67
1003506110751255628,100%,5.0
1003525134057044125,100%,5.0
1003547057168463457,100%,4.63
1003558929822625271,100%,4.81
1003559038961059016,100%,4.62
1003655204892005391,68%,
1003669442828280568,68%,
1003799966649963693,68%,
1003801883657044680,100%,5.0
1003815222228922694,68%,
1003822593707614769,68%,
1003830707143036036,68%,
1003841234298377790,100%,4.0
1003857994771608344,100%,3.0
1003875889612396454,100%,5.0
1003893987698003094,100%,4.82
1003908944961670197,100%,4.86
1003924620357925718,100%,4.25
1003935401408842072,100%,4.6
1003938855303454343,100%,3.5
1004008699669944156,100%,4.95
1004017121910839030,100%,4.67
1004025192629592951,100%,4.78
1004034792272737768,60%,
1004048517121294254,100%,5.0
1004052763783336756,93%,5.0
1004060184983021786,100%,5.0
1004074489404332693,100%,5.0
1004083439508036451,90%,5.0
1004096828392754224,100%,4.5
1004104862818486537,95%,4.5
1004111627795822708,95%,4.94
1004115557915768770,90%,5.0
1004168571270405596,0%,
1004248199981837576,100%,4.71
1004289135786939097,100%,4.0
1004298830021050152,100%,4.54
1004350381398923594,,
1004366840655111850,,
1004611755664942515,100%,4.93
1004650476804178458,95%,
1004776104299634313,100%,4.52
1004841545249559886,100%,4.75
1004846188659948948,100%,
1004858183454869038,,4.83
1004884017107408213,100%,4.78
1005070778073794678,100%,5.0
1005086011474382978,68%,5.0
1005245028936303073,100%,
1005349973299955725,100%,4.5
1005389627661948330,100%,
1005390165392627081,100%,4.5
1005395554990432968,100%,
1005445532741112956,90%,
1005449286849536259,100%,2.0
1005453930185468805,100%,1.5
1005455187232895073,100%,
1005471065603126349,0%,
1005506393083809994,,5.0
1005520510555547300,100%,4.64
1005533509598602178,100%,4.4
1005544271414695931,100%,5.0
1005581555432927554,100%,4.83
1005604015129255779,100%,4.6
1005661937201887050,100%,5.0
1005712279381903327,100%,3.0
1005734079605658513,100%,4.7
1005920046301094368,90%,4.0
1006115921692641256,99%,4.41
1006134911092139510,92%,
1006171560667344038,100%,4.79
1006188658462529385,50%,
1006225456236057807,98%,4.0
1006230898065998004,98%,4.67
1006237292420277116,100%,5.0
1006277692090490916,100%,4.93
1006315492752604525,100%,
1006343961151011141,100%,4.86
1006453420451261736,100%,4.86
1006463958138095274,100%,4.67
1006465541999495173,100%,4.67
1006480363542539882,100%,4.64
1006513164318931663,99%,4.5
1006532925643121696,100%,5.0
1006791843126703583,100%,4.75
1006813777539492510,100%,5.0
1006915724829707248,100%,4.91
1006959146834218337,100%,4.75
1006970560780814321,100%,5.0
1007061654308287183,100%,
1007150128777800106,100%,5.0
1007165866519606100,100%,4.94
1007626888383890518,100%,5.0
1007668458783195274,90%,5.0
1007688702168254596,93%,
1007696238527236231,93%,
1007705078963209061,93%,5.0
1007815499509471353,0%,
1007878036661474838,98%,4.67
1007900624096153834,90%,
1007902000264420275,90%,
1007903943069658334,90%,
1007909815332136001,90%,
1007911563923647983,90%,
1008004264802156537,100%,5.0
1008381168738582531,100%,5.0
1008407377136998143,100%,4.91
1008449047914528613,100%,4.75
1008451770647189469,100%,4.5
1008501062214582907,99%,4.71
1008890949508600317,100%,
1008956861788800659,100%,
1009012703774017123,98%,5.0
1009030065448967599,100%,4.5
1009034735451249806,100%,4.62
1009042192320023244,100%,4.57
1009047567689564478,,
1009063422592580689,100%,5.0
1009083246895061385,100%,5.0
1009105345520398041,100%,5.0
1009114166350170842,100%,5.0
1009114731071562883,93%,5.0
1009121011515924900,93%,
1009129717676745495,100%,
1009152817535278540,100%,4.6
1009166591799110085,100%,4.88
1009193159100548868,100%,4.3
1009203663943500814,100%,5.0
1009253440777244804,100%,4.69
1009275878099139699,100%,5.0
1009352535238716556,100%,5.0
1009357390683985898,100%,4.5
1009403194622612901,100%,4.79
1009420697717484041,90%,4.86
1009490712595166474,100%,4.8
1009666402662745838,100%,5.0
1009670724856017554,100%,4.83
1009692489600093639,100%,5.0
1009699169315392156,100%,4.44
1009825803315840412,90%,4.95
1009839765336452019,100%,4.75
1009884998171498057,100%,5.0
1009887226072264578,94%,4.58
1009895507251034079,,4.5
1009925603843759298,,
1009927593559358740,100%,4.71
1009956531317561974,100%,5.0
1009959959551023120,100%,4.96
1009961607700744395,100%,4.97
1009970904382778336,100%,5.0
1010030214500992024,,5.0
1010096061993084058,100%,4.96
1010096348202234750,100%,4.82
1010207423473405192,100%,4.74
1010262418133661435,100%,4.7
1010278530031233064,90%,
1010341323646387489,,
1010439487657345266,,5.0
1010461259108622643,,
1010468648354914360,,
1010473892992684586,,
1010479628111677293,,
1010485315121154133,100%,5.0
1010485961938509883,,1.0
1010489809427571456,,
1010492329836161644,,5.0
1010495340539847492,,
1010501200449513278,,
1010504926191319860,,
1010510523503091470,,4.0
1010547645539610100,100%,4.88
1010584834662926270,100%,
1010657461838366125,100%,4.79
1010673033373977430,100%,4.77
1010693983010315563,100%,4.59
1010707874602710249,100%,5.0
1010740825664096037,100%,4.91
1010798143297893031,80%,4.0
1011070139428778235,100%,4.73
1011142045560410998,100%,4.38
1011153909875982146,,
1011164526880844444,100%,5.0
1011185423579278948,100%,5.0
1011205994046157366,100%,
1011206339339439039,100%,
1011242500996081820,100%,5.0
1011306047806397723,100%,4.79
1011315570273580380,,
1011320780489909751,,4.17
1011340412959933990,,
1011346020242496403,100%,5.0
1011514879292978807,100%,4.63
1011524001462685005,100%,5.0
1011528041513497662,100%,4.0
1011575026066085811,100%,
1011928474476702880,90%,4.0
1012066594013530884,,
1012248152226829223,50%,5.0
1012249342882424094,100%,4.0
1012580984161557102,100%,4.88
1012698558179491954,100%,4.9
1012725948047040335,100%,4.93
1012731860206862541,100%,
1012734786614299579,100%,
1012767966433623348,100%,4.86
1012805956863125916,100%,
1012820902520149753,100%,5.0
1012821340736119842,100%,5.0
1012921452877809953,100%,4.88
1012984168624428755,100%,4.75
1013084798634904741,0%,5.0
1013324006089925654,68%,4.0
1013390702251267797,100%,4.94
1013436764644808348,100%,4.86
1013479217614503421,100%,5.0
1013509264269749581,100%,
1013525706773692386,100%,5.0
1013540401587827701,100%,5.0
1013578511138076254,96%,4.84
1013640812716924855,100%,
1013650585368114933,100%,4.73
1013664267578215778,93%,5.0
1013670797754676854,,
1014067283698671301,,
1014084014087541058,100%,4.5
1014117619633694361,100%,4.88
1014191327994927198,,5.0
1014211452513410103,100%,4.1
1014258174564950968,,
1014260815038966825,100%,4.86
1014349159852570565,90%,4.8
1014349196044873122,100%,4.93
1014363104533190717,,
1014415933439548575,100%,5.0
1014700173439174154,100%,4.64
1014736716576692554,100%,5.0
1014778055301551282,0%,5.0
1014817402088556022,100%,5.0
1014872666138186701,,3.5
1014882901506813399,,
1014922594636569801,100%,4.6
1015014765606347944,100%,5.0
1015074570261756000,100%,
1015104299826309694,100%,5.0
1015118589880195978,0%,
1015140289834420957,100%,5.0
1015165926383150562,100%,4.87
1015179860206120077,100%,4.82
1015218921271812278,100%,5.0
1015471708266388336,100%,4.75
1015521896559721067,100%,5.0
1015581003028476865,100%,4.88
1015649384559896558,100%,5.0
1015689827061161649,100%,4.71
1015718267062841382,100%,4.33
1015781309012404616,100%,4.86
1015830278612814291,100%,4.2
1015862041565722836,100%,4.71
1015864098838138593,100%,4.96
1015864841383293740,100%,4.93
1015869478739254931,100%,4.11
1015871006707072772,,
1015874627273385524,100%,4.89
1015888943512907801,100%,4.0
1015946771834701890,100%,4.95
1015984321487122855,0%,
1016212364773904234,100%,5.0
1016285062523097367,100%,5.0
1016305811633131651,100%,5.0
1016326603606826064,,5.0
1016363851359031124,100%,4.67
1016398397817789038,100%,4.78
1016433340121452388,100%,4.95
1016458936922202716,100%,
1016488338316677550,100%,4.72
1016522231110625527,,
1016549907102089581,100%,4.87
1016552855143079177,100%,
1016615079612074292,100%,
1016663125802743177,100%,4.65
1016672018192257343,97%,4.86
1016682037782708733,100%,4.61
1016790790712979801,100%,5.0
1016939479995142123,100%,
1016980729438747781,100%,5.0
1017010935110519304,100%,4.94
1017012234210321208,100%,
1017037366736472154,100%,4.35
1017044707514529970,100%,
1017068076105429688,99%,4.81
1017092325856195140,100%,
1017105235484670974,99%,4.36
1017108218741236447,100%,
1017130394871544629,100%,
1017136303059498442,100%,
1017153480756773946,100%,4.6
1017171848093587724,100%,
1017195330851974971,100%,
1017230715369910777,100%,4.77
1017267215348574780,68%,
1017278571572652901,68%,
1017282779711940708,68%,
1017295891368221763,68%,
1017299856075490174,68%,
1017306209862252276,0%,
1017332069286963705,100%,4.82
1017355925652275927,100%,5.0
1017391404863274796,68%,
1017625330315289945,100%,5.0
1017631043178326338,100%,4.14
1017681076640548696,100%,4.79
1017686645239710360,100%,
1017721244552891072,50%,
1017769547533536074,100%,5.0
1017776380184437082,100%,5.0
1017811117126121570,91%,4.78
1017828107160465409,100%,
1017841404739885928,100%,4.67
1017842933759511178,100%,5.0
1017860021264219936,100%,4.67
1017891070516423518,100%,
1017901180489816434,100%,
1017925930030869785,100%,
1017926978529874782,100%,4.88
1017933664456797417,100%,
1018012343089196497,100%,
1018122925027576459,100%,4.86
1018326060309608541,100%,
1018378737923889511,100%,
1018382627656687915,100%,
1018385955848619151,100%,5.0
1018389300135479869,100%,
1018403103372456567,100%,5.0
1018435623629596864,100%,
1018494518878298794,100%,4.75
1018511078589375184,100%,
1018512546925404927,100%,
1018513576849367930,100%,4.72
1018514632086180242,100%,
1018515722134960101,100%,
1018517024939018196,100%,
1018517622805098406,100%,
1018528743706833545,100%,
1018529541703606293,100%,
1018531121916362511,100%,5.0
1018531839872050709,100%,4.0
1018532636980291873,100%,
1018533367858619059,100%,5.0
1018534268556849493,100%,5.0
1018537403340737964,100%,5.0
1018538884864604276,100%,
1018539729478974614,98%,4.86
1018576977618995900,100%,4.0
1018577985746543468,100%,
1018579077734293857,100%,
1018581551748559363,100%,3.8
1018582481008836408,100%,5.0
1018583610316791027,100%,4.5
1018589428918341605,100%,
1018655061473035001,100%,
1018662879291905691,100%,4.77
1018721097680067676,100%,4.74
1018722883079819689,100%,4.84
1018723869029524791,100%,4.78
1018739790984970610,100%,4.91
1018751510171147066,100%,4.55
1018762010659397756,100%,4.85
1018775154886588918,100%,5.0
1018778598789761667,100%,4.0
1018791909164324761,88%,4.56
1018818203778916574,,
1018830028719784291,100%,5.0
1019006965299358452,100%,5.0
1019085036913511502,0%,
1019118109045469645,,
1019122271392894993,20%,5.0
1019122964195904018,100%,
1019155296691000040,100%,
1019171715449055569,0%,
1019171719845154379,0%,
1019199980471147187,,
1019282223723499009,100%,4.5
1019283184516345930,,1.0
1019286950757507170,,
1019289017880633638,,
1019294550359639126,100%,5.0
1019321559469760617,100%,
1019322423054127710,,
1019328116816119907,100%,4.6
1019356265112627965,100%,4.82
1019362409559994838,100%,5.0
1019363671561146655,100%,4.57
1019365118430150080,100%,
1019375520796033841,100%,3.0
1019376825507066435,100%,5.0
1019379850240489295,100%,
1019380649956714996,100%,5.0
1019411582774176099,100%,5.0
1019445473637723393,100%,5.0
1019454713786561481,100%,5.0
1019521229404356191,100%,5.0
1019596206088979581,100%,4.0
1019642933977529367,100%,5.0
1019741200892579441,0%,4.0
1019949129907557776,,
1019956370283117260,,
1019975539797485108,,
1019982452529804219,100%,
1019987591200704205,,5.0
1020007784133742898,100%,
1020040061534962876,100%,
1020074411129221791,100%,
1020075383837849579,100%,
1020076165862946766,100%,
1020076825297923742,100%,4.89
1020209186658421250,100%,4.29
1020213987789379550,100%,4.94
1020252357367571665,100%,5.0
1020279255186314336,100%,5.0
1020325546347488162,100%,4.92
1020531305816221454,100%,4.33
1020560224356418075,100%,4.92
1020589955805441127,,
1020693714830123096,100%,
1020709181596845792,100%,4.75
1020713748288115766,100%,
1020769984449025035,100%,5.0
1020799575126818170,90%,
1020806568941203836,100%,
1020820854839057146,100%,5.0
1020866960304027690,100%,4.92
1020885101934087010,100%,5.0
1020897240141476319,94%,5.0
1021066022141958948,80%,4.92
1021070555516259458,80%,
1021105512127440852,100%,1.0
1021291080849063039,89%,5.0
1021291088880653852,89%,5.0
1021388290360932398,100%,4.92
1021422829158162667,50%,
1021619165956452952,100%,4.86
1021673959392647315,100%,
1021674232507197181,67%,5.0
1021760271054606834,100%,5.0
1021996338858041556,100%,
1022120921525590812,89%,5.0
1022137888811471690,100%,4.79
1022164875240787744,100%,5.0
1022277440416030228,100%,4.9
1022315499229667809,100%,5.0
1022320455125350622,99%,4.0
1022367377511990725,100%,4.5
1022426705933521589,100%,5.0
1022434662048460668,90%,5.0
1022475828251262338,100%,4.83
1022531923498146921,100%,4.5
1022534609622655684,100%,4.83
1022632467786413396,100%,5.0
1022785039629253808,100%,4.7
1022800351367551038,100%,4.63
1022826968305009272,100%,5.0
1022865571535084519,100%,4.5
1022865783853146897,100%,5.0
1022895381032670028,100%,
1022927072321648925,100%,5.0
1022985501057934641,81%,4.77
1023017945002821578,100%,4.9
1023027962264154244,,5.0
1023031345719591803,,5.0
1023035205658058721,100%,
1023115982970056664,100%,5.0
1023120444196519189,100%,5.0
1023479614131125910,100%,4.5
1023486796800871288,30%,3.33
1023518796312560334,100%,5.0
1023541679130757802,100%,5.0
1023602491564199529,100%,4.75
1023630137658195490,100%,4.91
1023649428225400875,100%,4.87
1023656012493028866,100%,4.71
1023656093788458764,100%,4.89
1023662127473378045,100%,4.5
1023686336529491937,93%,
1023699154395650569,100%,4.9
1023721111193138462,93%,5.0
1023965833742422218,100%,5.0
1024218461943505630,30%,5.0
1024218599951919829,100%,5.0
1024232831501059053,,
1024237812006449691,,
1024239583610961804,,
1024241721376504529,,
1024356821179315843,100%,5.0
1024386846458130317,100%,
1024391396346928802,,
1024502723971981078,100%,4.79
1024509128133914746,100%,5.0
1024581126175497359,97%,5.0
1024588651741543608,100%,4.8
1024607150182472655,100%,4.89
1024635760204558343,100%,4.75
1024720706610605997,10%,1.0
1024749150397973056,,3.5
1024831567442160035,100%,4.89
1024904082624749154,100%,4.4
1025014189991197495,100%,5.0
1025041507038530789,100%,
1025065166448307980,100%,5.0
1025109010471646318,100%,
1025123237812585185,100%,4.83
1025238260030227381,100%,4.86
1025284150915180719,100%,
1025323435011356204,100%,4.95
1025324392021393953,10%,5.0
1025341332301490880,10%,
1025342949066305900,100%,4.95
1025344163206890721,10%,5.0
1025346764676663894,10%,
1025349371385498721,10%,3.67
1025379369196490300,99%,4.83
1025579621891099783,,
1025637115940528438,100%,
1025644745320553392,100%,5.0
1025664017468808487,,4.93
1025677463283669837,100%,4.94
1025700775519153616,100%,4.47
1025705489052676694,100%,5.0
1025716232622210391,100%,4.65
1025811235929444730,100%,4.76
1025903699800798996,100%,5.0
1026008135883595592,0%,
1026149066855434406,10%,5.0
1026439297848404145,,
1026445686530933531,95%,4.79
1026512053927804221,100%,5.0
1026559443248163594,100%,5.0
1026567474101808121,100%,5.0
1026573835008040765,100%,5.0
1026574998646425695,100%,4.8
1026578944557193971,100%,4.88
1026590226490039806,100%,4.5
1026616651870619511,,
1026664293260044961,100%,4.33
1026664481784261188,100%,5.0
1026688604318515498,100%,4.97
1026703099214382261,100%,4.75
1026792802639317400,100%,4.9
1027071353406402079,,5.0
1027302186071001556,100%,5.0
1027372020338635296,100%,5.0
1027423294813385179,99%,4.25
1027446216602053614,99%,4.4
1027462756616973237,99%,4.67
1027536753263490700,100%,4.72
1027546280921114061,100%,4.67
1027611973171706994,100%,4.89
1027959218118364111,100%,
1027968593586252308,100%,4.71
1028010780762103871,100%,5.0
1028023939248575092,100%,4.89
1028075781110484456,100%,4.92
1028149577962146435,100%,5.0
1028157857980908009,100%,4.0
1028208209427209731,100%,4.59
1028219956149840254,100%,4.9
1028224782212798683,100%,4.83
1028253067620914051,100%,3.8
1028275495447937116,100%,4.67
1028285355622213693,100%,4.83
1028296405296959954,100%,4.17
1028305277458682197,100%,4.88
1028316915669566531,100%,4.63
1028320871810131843,100%,5.0
1028335313967264088,68%,
1028584956273179546,100%,4.93
1028616782135122743,90%,
1028617199820671775,100%,4.95
1028631845148757361,100%,5.0
1028632226072599134,100%,5.0
1028632818515175751,100%,4.74
1028686855950959349,,
1028694098944519496,,5.0
1028698316358100452,100%,5.0
1028757615166160711,100%,5.0
1028787398474914655,100%,5.0
1028812517440353187,100%,4.75
1028871909839580782,100%,
1028872234201489395,100%,4.75
1028893582919644685,100%,4.9
1028955775609085822,100%,4.95
1029167464091544418,100%,4.6
1029269812097424882,100%,
1029300526610160169,,
1029380664043225881,100%,4.63
1029392808004107429,100%,4.9
1029395532347073128,99%,5.0
1029418221877602441,100%,4.5
1029443003178580078,100%,4.92
1029510283559882479,100%,4.85
1029513416906354694,100%,4.5
1029557512254745223,100%,4.7
1029582884325893766,100%,4.6
1029600042118198293,100%,4.61
1029602900203387358,100%,4.89
1029607447477649871,100%,4.59
1029613576972138587,100%,4.69
1029617840075399507,100%,4.91
1029622182759225048,100%,4.69
1029632284945971569,100%,
1029632320781248046,100%,3.0
1029660610556015984,100%,4.55
1029669287262536070,100%,4.8
1029748346261537648,100%,5.0
1029957156551165974,83%,5.0
1029970791897711181,83%,5.0
1030043917640880935,100%,
1030107732947963532,100%,5.0
1030116351332562819,100%,4.86
1030128405307408204,100%,4.4
1030131120095421471,100%,4.91
1030139866822952006,,
1030154896807197054,100%,4.67
1030154902990355396,100%,4.54
1030166498997705814,100%,
1030205579220561565,100%,
1030231196942018760,100%,4.82
1030303752117165726,100%,4.96
1030343516101257535,100%,4.92
1030395529409409117,,
1030723327463985655,100%,4.8
1030788824528313216,99%,4.0
1030812033444700129,100%,
1030903150400963773,94%,5.0
1030940029114447204,,5.0
1030953331363260299,100%,5.0
1030962651448069630,100%,4.83
1030994725137183329,100%,4.86
1031066645909654557,,
1031089174082882535,,
1031109516872698620,100%,4.85
1031502290723634667,100%,4.67
1031533975816117564,,
1031565086989052587,100%,5.0
1031582223111250229,,
1031616276101630309,100%,5.0
1031699530613467206,100%,5.0
1031706497418104711,10%,5.0
1031711098875572000,10%,5.0
1031715310921032556,10%,
1031719034546497610,10%,5.0
1031740931323395661,,
1031744312843399832,,
1031746426973540424,,
1031747117531921658,,
1031748471052436469,,
1031752043011195972,,
1031754768497956390,,
1031759499824981618,,
1031762358474573543,,
1031795381239001188,,
1031796061125237024,100%,4.6
1031797995633606454,,
1031799805665591715,,
1031809696972304556,,
1031813899662473330,97%,4.96
1031814355235046919,,
1031816332489177272,,
1031818297004719690,,
1031894594248298554,100%,5.0
1031957990348054739,100%,4.7
1031975378360862954,68%,
1032117376781881423,100%,5.0
1032168562961342644,100%,5.0
1032223092218876477,100%,5.0
1032234777477534357,100%,5.0
1032236408093360401,100%,4.93
1032240602841450021,100%,5.0
1032307606477988213,100%,5.0
1032324159741684506,99%,4.88
1032450411858245055,,
1032479978843983056,99%,4.5
1032573816532618539,100%,5.0
1032582047742926313,100%,4.0
1032673340979133947,10%,5.0
1032678161351854831,10%,
1032821258373456161,,
1032908888145140086,100%,3.5
1032923578101284783,100%,4.71
1033033185009827754,100%,4.63
1033039297544022302,100%,4.8
1033057150906757871,99%,4.82
1033058774457687696,100%,4.17
1033103664293596475,100%,4.63
1033234004065525681,100%,3.71
1033293138207597943,100%,4.56
1033318479872168762,100%,5.0
1033337623255641514,100%,5.0
1033626839001367624,100%,5.0
1033660753005470243,,4.33
1033661677447244678,,
1033746602904774719,100%,4.0
1033756620318913808,100%,
1033838737757632563,100%,4.14
1033899056386154664,100%,4.73
1033919747302016738,10%,
1033951653959477296,100%,
1033997509916493499,100%,5.0
1034002867322389650,10%,
1034020098329212764,100%,4.67
1034021812721751403,100%,3.7
1034024868574737733,100%,5.0
1034044942228821445,100%,4.86
1034381778679702704,100%,5.0
1034400280080668336,100%,
1034409781771914299,100%,4.94
1034411268184457991,100%,5.0
1034414031759079031,,
1034432247595932801,100%,4.63
1034439541599746267,100%,5.0
1034444513519828119,100%,
1034450123640021914,100%,
1034490372069342734,,
1034520757435093956,100%,3.8
1034540056114355450,100%,5.0
1034688045968583149,100%,5.0
1034705314429673210,100%,5.0
1034736036854003943,100%,4.94
1034772299832070533,68%,
1034807138700926226,100%,4.5
1034851802863614966,10%,5.0
1035015883831212768,98%,5.0
1035059201667504286,,
1035065873983697681,100%,5.0
1035087084864502678,100%,
1035125753731566950,0%,
1035133839765055775,100%,4.89
1035166640671915048,99%,5.0
1035195041097868137,0%,
1035201734262928629,100%,4.88
1035212669878874765,100%,5.0
1035213222692719558,95%,5.0
1035258405571696007,100%,5.0
1035276872973481708,10%,
1035431978415599944,100%,5.0
1035606137970928409,100%,
1035848909857266347,100%,4.92
1035870868518161410,100%,3.0
1035883209356760043,50%,
1035905372255758622,100%,4.91
1035915371143634187,100%,4.94
1035920981282431292,,
1035933564486502449,100%,5.0
1035953717853764292,,5.0
1035988546210970746,100%,4.86
1036026670955847684,100%,4.83
1036102566481983586,78%,5.0
1036105971360902997,0%,5.0
1036206451126148021,78%,
1036218419173795026,78%,
1036224312940229193,78%,
1036228669035110058,100%,4.25
1036240171113730651,100%,4.67
1036477453868336607,100%,4.82
1036603371605486220,89%,5.0
1036640398318198364,100%,4.83
1036669265321323325,100%,
1036691153514732384,100%,4.78
1036725916128755887,100%,
1036746523595185362,90%,5.0
1036759327897718023,100%,4.29
1036765577467084326,100%,5.0
1036850704355951074,,5.0
1036898649610110011,0%,
1036912485512655414,100%,5.0
1036936600259354414,100%,4.5
1036938654403282855,100%,4.95
1036939417315515821,,
1036999097244167327,,
1037106364407818990,100%,
1037115452703379036,90%,
1037239072206435471,100%,4.88
1037307905014204704,100%,4.82
1037325643704679856,100%,4.74
1037379066675922342,100%,5.0
1037398484304252982,,
1037403893444709338,100%,4.91
1037404116486230464,100%,4.91
1037571556116867984,100%,4.83
1037574971245444572,100%,4.0
1037586809207172958,100%,5.0
1037601426968919520,100%,4.93
1037648230972972876,100%,4.92
1037685360211349898,10%,
1037712180342644092,100%,5.0
1037726768609949829,100%,5.0
1037763401294495276,10%,
1037767136799625365,10%,
1037769942981132789,10%,
1037772666346579514,10%,
1037775042490316713,10%,
1037778426414064829,10%,5.0
1037782611765847018,10%,1.0
1037987387352825992,90%,5.0
1038032893921625389,100%,4.98
1038096434087467413,100%,
1038108594195868584,100%,4.9
1038108600028749232,100%,5.0
1038140359542677470,0%,
1038222722435307845,,
1038233088123531079,100%,4.97
1038313617454602685,50%,3.0
1038314578195131424,100%,5.0
1038316240775619148,10%,
1038341118142836158,100%,4.33
1038347786910874784,100%,4.33
1038350970342322202,100%,
1038610802962894523,100%,4.88
1038738222670802057,90%,
1038749985867359051,90%,
1038753547973400144,90%,
1038757392242527910,90%,
1038760848316480096,90%,
1038768635872109885,90%,
1038771478098770942,90%,
1038773683942384043,90%,5.0
1038775540978888649,90%,
1038787321690659478,100%,4.67
1038807999525978935,90%,
1038817630099551016,100%,4.88
1038834673668509334,100%,4.88
1038886763940503710,99%,5.0
1038900392188877753,100%,5.0
1038929734413727779,100%,5.0
1039023255228601854,100%,
1039048572668475869,99%,4.77
1039055897823386713,100%,5.0
1039064474503345388,100%,5.0
1039085768414589809,96%,4.6
1039087627140644366,10%,
1039105450476203116,,
1039274491677756664,100%,5.0
1039455380070650437,100%,3.5
1039566849042880616,100%,4.95
1039625348855140517,100%,
1039734762342511239,0%,
1039746192458342344,0%,
1039750812890069510,100%,4.77
1039752789150724748,100%,5.0
1039764200612631968,,
1039786694599680419,100%,4.47
1039789154622294609,10%,4.5
1039795713497515752,10%,
1039800909237817470,100%,3.0
1039801218454406890,10%,5.0
1039804179458654298,10%,2.0
1039807815050701129,10%,5.0
1039810523448151942,10%,5.0
1039812432740979338,100%,5.0
1039827115436102948,100%,4.58
1039851808425068144,100%,4.57
1039860253162577591,100%,5.0
1039940940624353682,100%,4.89
1040239994365415693,100%,4.75
1040253099998163034,,2.0
1040315323123454208,,
1040325463460992834,0%,
1040325542069741628,,
1040361178646066478,100%,4.5
1040368751464165341,0%,
1040389396232864037,0%,
1040396865532426200,0%,
1040423402684119170,100%,5.0
